39,38,1,2.352e+06
33,32,1,2.374e+06
37,36,1,2.387e+06
10,9,1,2.404e+06
6,5,1,2.556e+06
2,3,1,2.659e+06
38,37,1,2.716e+06
0,3,1,2.744e+06
14,62,7,4.7227e+06
6,2,7,4.7227e+06
2,14,7,4.7227e+06
48,0,8,5.2663e+06
4,0,2,5.278e+06
31,15,8,5.482e+06
53,5,11,7.4662e+06
5,4,3,7.533e+06
34,33,3,7.862e+06
8,56,12,8.0808e+06
0,4,12,8.0808e+06
4,8,12,8.0808e+06
9,8,4,9.734e+06
16,32,16,1.07442e+07
28,16,16,1.07442e+07
24,28,16,1.07442e+07
8,12,20,1.34201e+07
12,0,20,1.34201e+07
10,58,20,1.36643e+07
6,10,20,1.36643e+07
2,6,20,1.36643e+07
3,15,23,1.55908e+07
15,63,23,1.55908e+07
7,3,23,1.55908e+07
35,47,24,1.60594e+07
47,31,24,1.60594e+07
39,35,24,1.60594e+07
22,38,24,1.62966e+07
26,22,24,1.62966e+07
30,26,24,1.62966e+07
51,3,28,1.89153e+07
15,3,28,1.90125e+07
11,15,28,1.90125e+07
1,5,29,1.94506e+07
9,57,29,1.94506e+07
5,9,29,1.94506e+07
56,60,32,2.14682e+07
60,48,32,2.14682e+07
59,55,32,2.14743e+07
63,59,32,2.14743e+07
22,18,32,2.14807e+07
30,14,32,2.14807e+07
18,30,32,2.14807e+07
44,32,32,2.15039e+07
40,44,32,2.15039e+07
61,57,32,2.15216e+07
57,53,32,2.15216e+07
58,62,32,2.15302e+07
62,50,32,2.15302e+07
51,63,32,2.15439e+07
63,47,32,2.15439e+07
55,51,32,2.15439e+07
24,8,32,2.1547e+07
20,24,32,2.1547e+07
16,20,32,2.1547e+07
45,41,32,2.15643e+07
41,37,32,2.15643e+07
19,31,32,2.15654e+07
23,19,32,2.15654e+07
27,31,32,2.15872e+07
31,19,32,2.15872e+07
19,35,32,2.15872e+07
43,39,32,2.15899e+07
47,43,32,2.15899e+07
40,36,32,2.15923e+07
44,40,32,2.15923e+07
20,36,32,2.15945e+07
28,24,32,2.15945e+07
24,20,32,2.15945e+07
15,11,32,2.16004e+07
11,7,32,2.16004e+07
60,44,32,2.16005e+07
48,60,32,2.16005e+07
52,48,32,2.16005e+07
53,49,32,2.16064e+07
61,45,32,2.16064e+07
49,61,32,2.16064e+07
27,11,32,2.16102e+07
23,27,32,2.16102e+07
19,23,32,2.16102e+07
60,56,32,2.16122e+07
56,52,32,2.16122e+07
52,4,32,2.16122e+07
9,5,32,2.16259e+07
13,9,32,2.16259e+07
57,41,32,2.16371e+07
49,53,32,2.16371e+07
53,57,32,2.16371e+07
59,43,32,2.16645e+07
55,59,32,2.16645e+07
51,55,32,2.16645e+07
42,46,32,2.16726e+07
46,34,32,2.16726e+07
41,45,32,2.16775e+07
45,33,32,2.16775e+07
58,42,32,2.16827e+07
54,58,32,2.16827e+07
50,54,32,2.16827e+07
63,51,32,2.16857e+07
59,63,32,2.16857e+07
12,8,32,2.16936e+07
8,4,32,2.16936e+07
48,52,32,2.17024e+07
56,40,32,2.17024e+07
52,56,32,2.17024e+07
18,22,32,2.17256e+07
22,26,32,2.17256e+07
26,10,32,2.17256e+07
61,49,32,2.17335e+07
57,61,32,2.17335e+07
58,54,32,2.17405e+07
62,58,32,2.17405e+07
42,38,32,2.17463e+07
46,42,32,2.17463e+07
18,34,32,2.17603e+07
30,18,32,2.17603e+07
26,30,32,2.17603e+07
16,28,32,2.17619e+07
20,16,32,2.17619e+07
28,12,32,2.17619e+07
29,25,32,2.17676e+07
21,37,32,2.17676e+07
25,21,32,2.17676e+07
14,10,32,2.17691e+07
10,6,32,2.17691e+07
17,29,32,2.17734e+07
21,17,32,2.17734e+07
29,13,32,2.17734e+07
21,25,32,2.17846e+07
17,21,32,2.17846e+07
25,9,32,2.17846e+07
29,17,32,2.17917e+07
25,29,32,2.17917e+07
17,33,32,2.17917e+07
54,50,32,2.18036e+07
62,46,32,2.18036e+07
50,62,32,2.18036e+07
47,35,32,2.18234e+07
43,47,32,2.18234e+07
1,1,19,4.7045e+07
11,11,22,5.5225e+07
30,30,43,1.0782e+08
39,39,45,1.12729e+08
7,7,56,1.38278e+08
8,8,44,1.53145e+08
2,2,76,1.91109e+08
24,24,87,2.1626e+08
0,0,78,2.93158e+08
31,31,101,3.78521e+08
6,6,164,4.10537e+08
32,32,118,4.13581e+08
3,3,120,4.32583e+08
37,37,173,4.35286e+08
35,35,177,4.44287e+08
36,36,179,4.49373e+08
38,38,182,4.59653e+08
34,34,186,4.69682e+08
33,33,191,4.8011e+08
10,10,200,5.03096e+08
5,5,209,5.25806e+08
9,9,210,5.26954e+08
4,4,209,5.2769e+08
