120,0 0 3 12 0,0 0 3 12 0,120,5,7,1.19069e+07,3,6,1.31645e+07,3,3,1,1
121,0 0 3 12 1,0 0 3 12 1,121,5,6,9.4964e+06,3,5,1.07751e+07,3,3,1,1
122,0 0 3 13 0,0 0 3 13 0,122,4,6,1.13755e+07,2,5,1.2464e+07,3,3,1,1
123,0 0 3 13 1,0 0 3 13 1,123,4,5,9.0688e+06,2,4,1.0156e+07,3,3,1,1
124,0 0 3 14 0,0 0 3 14 0,124,4,6,1.1432e+07,2,5,1.2594e+07,3,3,1,1
125,0 0 3 14 1,0 0 3 14 1,125,4,5,9.1694e+06,2,4,1.0371e+07,3,3,1,1
126,0 0 3 15 0,0 0 3 15 0,126,4,6,1.15483e+07,2,5,1.2594e+07,3,3,1,1
127,0 0 3 15 1,0 0 3 15 1,127,3,5,9.2068e+06,2,4,1.0371e+07,3,3,1,1
128,0 1 0 0 0,0 1 0 0 0,128,4,8,1.63397e+07,2,6,1.5042e+07,3,3,1,1
129,0 1 0 0 1,0 1 0 0 1,129,4,8,1.65741e+07,2,7,1.7846e+07,3,3,1,1
130,0 1 0 1 0,0 1 0 1 0,130,4,9,1.89748e+07,2,6,1.5042e+07,3,3,1,1
131,0 1 0 1 1,0 1 0 1 1,131,5,10,1.98056e+07,3,8,1.85485e+07,3,3,1,1
132,0 1 0 2 0,0 1 0 2 0,132,5,10,1.9577e+07,3,9,2.07607e+07,3,3,1,1
133,0 1 0 2 1,0 1 0 2 1,133,5,10,1.98821e+07,3,8,1.84507e+07,3,3,1,1
134,0 1 0 3 0,0 1 0 3 0,134,5,10,1.95491e+07,3,7,1.56803e+07,3,3,1,1
135,0 1 0 3 1,0 1 0 3 1,135,5,10,1.97422e+07,3,7,1.58068e+07,3,3,1,1
136,0 1 0 4 0,0 1 0 4 0,136,5,8,1.47186e+07,3,7,1.5893e+07,3,3,1,1
137,0 1 0 4 1,0 1 0 4 1,137,4,8,1.66017e+07,2,7,1.7885e+07,3,3,1,1
138,0 1 0 5 0,0 1 0 5 0,138,4,7,1.39767e+07,2,6,1.5175e+07,3,3,1,1
139,0 1 0 5 1,0 1 0 5 1,139,4,10,2.14609e+07,2,7,1.7885e+07,3,3,1,1
140,0 1 0 6 0,0 1 0 6 0,140,4,8,1.65424e+07,2,5,1.2658e+07,3,3,1,1
141,0 1 0 6 1,0 1 0 6 1,141,4,10,2.16049e+07,2,8,2.0173e+07,3,3,1,1
142,0 1 0 7 0,0 1 0 7 0,142,4,8,1.66798e+07,2,6,1.521e+07,3,3,1,1
143,0 1 0 7 1,0 1 0 7 1,143,4,9,1.90815e+07,2,8,2.0173e+07,3,3,1,1
144,0 1 0 8 0,0 1 0 8 0,144,4,8,1.66369e+07,2,6,1.5259e+07,3,3,1,1
145,0 1 0 8 1,0 1 0 8 1,145,5,10,2.20082e+07,3,7,1.7892e+07,3,3,1,1
146,0 1 0 9 0,0 1 0 9 0,146,4,7,1.40248e+07,2,6,1.5259e+07,3,3,1,1
147,0 1 0 9 1,0 1 0 9 1,147,5,9,1.88304e+07,2,6,1.5148e+07,3,3,1,1
148,0 1 0 10 0,0 1 0 10 0,148,5,9,1.72283e+07,3,6,1.32926e+07,3,3,1,1
149,0 1 0 10 1,0 1 0 10 1,149,5,10,1.96072e+07,3,8,1.85189e+07,3,3,1,1
150,0 1 0 11 0,0 1 0 11 0,150,5,9,1.71159e+07,3,7,1.57493e+07,3,3,1,1
151,0 1 0 11 1,0 1 0 11 1,151,5,10,1.9895e+07,3,8,1.81933e+07,3,3,1,1
152,0 1 0 12 0,0 1 0 12 0,152,5,9,1.71477e+07,3,8,1.83139e+07,3,3,1,1
153,0 1 0 12 1,0 1 0 12 1,153,5,10,1.95923e+07,3,7,1.59048e+07,3,3,1,1
154,0 1 0 13 0,0 1 0 13 0,154,4,9,1.88929e+07,2,7,1.7574e+07,3,3,1,1
155,0 1 0 13 1,0 1 0 13 1,155,5,10,2.12962e+07,2,7,1.7566e+07,3,3,1,1
156,0 1 0 14 0,0 1 0 14 0,156,4,9,1.87443e+07,3,7,1.7507e+07,3,3,1,1
157,0 1 0 14 1,0 1 0 14 1,157,4,9,1.89317e+07,2,8,2.0217e+07,3,3,1,1
158,0 1 0 15 0,0 1 0 15 0,158,4,8,1.63669e+07,2,6,1.4973e+07,3,3,1,1
159,0 1 0 15 1,0 1 0 15 1,159,4,9,1.91798e+07,2,7,1.7452e+07,3,3,1,1
160,0 1 1 0 0,0 1 1 0 0,160,4,8,1.62639e+07,2,6,1.4955e+07,3,3,1,1
161,0 1 1 0 1,0 1 1 0 1,161,4,9,1.87106e+07,2,7,1.7465e+07,3,3,1,1
162,0 1 1 1 0,0 1 1 1 0,162,4,8,1.63124e+07,2,6,1.4955e+07,3,3,1,1
163,0 1 1 1 1,0 1 1 1 1,163,5,10,1.94535e+07,3,8,1.8112e+07,3,3,1,1
164,0 1 1 2 0,0 1 1 2 0,164,5,10,1.95578e+07,3,8,1.80416e+07,3,3,1,1
165,0 1 1 2 1,0 1 1 2 1,165,5,10,1.95461e+07,3,8,1.81959e+07,3,3,1,1
166,0 1 1 3 0,0 1 1 3 0,166,5,10,1.94443e+07,3,8,1.83188e+07,3,3,1,1
167,0 1 1 3 1,0 1 1 3 1,167,5,9,1.71369e+07,3,8,1.81794e+07,3,3,1,1
168,0 1 1 4 0,0 1 1 4 0,168,5,9,1.71191e+07,3,7,1.58651e+07,3,3,1,1
169,0 1 1 4 1,0 1 1 4 1,169,5,9,1.72914e+07,3,8,1.85374e+07,3,3,1,1
170,0 1 1 5 0,0 1 1 5 0,170,5,8,1.45444e+07,3,7,1.57775e+07,3,3,1,1
171,0 1 1 5 1,0 1 1 5 1,171,4,8,1.67079e+07,3,8,1.85029e+07,2,2,1,1
172,0 1 1 6 0,0 1 1 6 0,172,4,8,1.64993e+07,3,6,1.32731e+07,2,2,1,1
173,0 1 1 6 1,0 1 1 6 1,173,4,10,2.17176e+07,3,7,1.61493e+07,2,2,1,1
174,0 1 1 7 0,0 1 1 7 0,174,4,8,1.65172e+07,3,7,1.57644e+07,2,2,1,1
175,0 1 1 7 1,0 1 1 7 1,175,4,9,1.93358e+07,3,9,2.10465e+07,2,2,1,1
176,0 1 1 8 0,0 1 1 8 0,176,4,8,1.65999e+07,3,7,1.58815e+07,2,2,1,1
177,0 1 1 8 1,0 1 1 8 1,177,4,9,1.94806e+07,4,8,1.87748e+07,2,2,1,1
178,0 1 1 9 0,0 1 1 9 0,178,4,8,1.64311e+07,3,7,1.58017e+07,2,2,1,1
179,0 1 1 9 1,0 1 1 9 1,179,4,9,1.89436e+07,4,8,1.83165e+07,2,2,1,1
180,0 1 1 10 0,0 1 1 10 0,180,4,9,1.91036e+07,3,7,1.57529e+07,2,2,1,1
181,0 1 1 10 1,0 1 1 10 1,181,4,9,1.90696e+07,3,9,2.08924e+07,2,2,1,1
182,0 1 1 11 0,0 1 1 11 0,182,4,8,1.63952e+07,3,7,1.58526e+07,2,2,1,1
183,0 1 1 11 1,0 1 1 11 1,183,4,9,1.91163e+07,3,8,1.82275e+07,2,2,1,1
184,0 1 1 12 0,0 1 1 12 0,184,4,8,1.66316e+07,3,7,1.57398e+07,2,2,1,1
185,0 1 1 12 1,0 1 1 12 1,185,4,8,1.65062e+07,3,7,1.57782e+07,2,2,1,1
186,0 1 1 13 0,0 1 1 13 0,186,4,8,1.63176e+07,3,8,1.82483e+07,2,2,1,1
187,0 1 1 13 1,0 1 1 13 1,187,4,9,1.86165e+07,4,8,1.8101e+07,2,2,1,1
188,0 1 1 14 0,0 1 1 14 0,188,4,8,1.63287e+07,3,8,1.80798e+07,2,2,1,1
189,0 1 1 14 1,0 1 1 14 1,189,5,10,2.13041e+07,3,9,2.06142e+07,2,2,1,1
190,0 1 1 15 0,0 1 1 15 0,190,4,9,1.86946e+07,3,7,1.55962e+07,2,2,1,1
