2.17948e+10,4.36e+09,7840,1.45341e+09,7840,7840,7840,1.45341e+09
4.36e+09,1.308e+10,2.906e+09,0,0,0,0,0
7840,2.906e+09,8.718e+09,2.906e+09,0,0,0,0
1.45341e+09,0,2.906e+09,8.718e+09,1.4534e+09,0,0,0
7840,0,0,1.4534e+09,4.3602e+09,1.4534e+09,0,0
7840,0,0,0,1.4534e+09,4.3602e+09,1.4534e+09,0
7840,0,0,0,0,1.4534e+09,4.3602e+09,1.4534e+09
1.45341e+09,0,0,0,0,0,1.4534e+09,4.3602e+09
