4,6,1,7.267e+08
0,4,1,7.267e+08
6,7,1,7.267e+08
4,5,1,7.267e+08
7,6,4,7.26703e+08
5,4,5,7.26704e+08
6,4,8,7.26707e+08
4,0,16,7.26715e+08
2,3,1,1.453e+09
0,2,1,1.453e+09
3,2,5,1.4534e+09
2,0,9,1.45341e+09
1,0,5,2.1797e+09
0,1,1,2.18e+09
7,7,7,4.3602e+09
5,5,8,4.3602e+09
6,6,8,4.3602e+09
4,4,8,4.3602e+09
2,2,8,8.718e+09
3,3,8,8.7184e+09
1,1,8,1.30797e+10
0,0,23,1.88902e+10
